Category,Level1,Level2,Level3,Level4,Button1,,None,Button2,Button3,Total
Samples Data,Samples Program TTL,"Netherlands",Micro&Security,Flowerwatch BV,0.02,,0,0.04,0.03,0.09
Samples Data,Samples Program TTL,"Netherlands",Micro&Security,Future Diagnostics,0.03,,0,0.05,0.03,0.1
Samples Data,Samples Program TTL,"Netherlands",Micro&Security,Hacquebord Elektronica,9.87,,0,10.85,9.51,30.23
Samples Data,Samples Program TTL,"Netherlands",Micro&Security,"Jansen, Jansen, ",0,,0,0.01,0.04,0.05
Samples Data,Samples Program TTL,"Netherlands",Micro&Security,Neways Leeuwarden ,0.01,,0,0.01,0.02,0.04
Samples Data,Samples Program TTL,"Netherlands",Micro&Security,Verdict Systems ,0.61,,0,1.06,0.7,2.37
Samples Data,Samples Program TTL,"Netherlands",Mobile Solutions BU,Alflex Products ,1.74,,0,2.98,5.56,10.27
Samples Data,Samples Program TTL,"Netherlands",Mobile Solutions BU,Imec,0.25,,0,1.36,0.1,1.7
Samples Data,Samples Program TTL,"Netherlands",Mobile Solutions BU,NXP Semiconductors,40.78,,0,13.23,166.89,220.91
Samples Data,Samples Program TTL,"New Zealand",Cloud&Data,v2track Ltd,0.79,,0,3.03,4.24,8.06
Samples Data,Samples Program TTL,"New Zealand",Core Product Grp,Ardrich Limited ,0.09,,0,0.16,0.18,0.43
Samples Data,Samples Program TTL,"New Zealand",Core Product Grp,Pacific Micro ,0,,0,0.14,0.98,1.12
Samples Data,Samples Program TTL,"New Zealand",Core Product Grp,Pertronic Industries ,7.5,,0,2.84,16.13,26.47
Samples Data,Samples Program TTL,"New Zealand",Core Product Grp,Procure NZ ,0.51,,0,0.45,0.52,1.48
Samples Data,Samples Program TTL,"New Zealand",Core Product Grp,Quickcircuit Limited,0,,0,0.02,0.41,0.43
Samples Data,Samples Program TTL,"New Zealand",Ind&Healthcare,Pertronic Industries ,1.57,,0,3.42,11.51,16.5
Samples Data,Samples Program TTL,"New Zealand",Micro&Security,Canuckiwi,148.68,,0,0,148.68,297.35
Samples Data,Samples Program TTL,"New Zealand",Micro&Security,Direct Payment ,105.09,,0,70.06,0,175.15
Samples Data,Samples Program TTL,"New Zealand",Micro&Security,High Performance ,0.07,,0,0.13,0.08,0.28
Samples Data,Samples Program TTL,"New Zealand",Micro&Security,Nigel Williams,0.12,,0,0.01,0.18,0.31
Samples Data,Samples Program TTL,"New Zealand",Micro&Security,Payment Express ,0.38,,0,0.17,0,0.55
Samples Data,Samples Program TTL,"New Zealand",Micro&Security,Zespri International ,0.01,,0,0.02,0,0.04
Samples Data,Samples Program TTL,"New Zealand",MOBILE,Igtimi Limited,2.5,,0,4.48,7.35,14.34
Samples Data,Samples Program TTL,"New Zealand",Mobile Solutions BU,Aceeca International ,0.8,,0,11.26,6.32,18.38
Samples Data,Samples Program TTL,"New Zealand",Mobile Solutions BU,Igtimi Limited,0.29,,0,0.54,0.35,1.18
Samples Data,Samples Program TTL,"Norway",Cloud&Data,Westcontrol,0.05,,0,0.28,0.13,0.46
Samples Data,Samples Program TTL,"Norway",Core Product Grp,Ispas AS,6.04,,0,7.66,1.1,14.8
Samples Data,Samples Program TTL,"Norway",Core Product Grp,Termaks,0.12,,0,0.25,0.32,0.69
Samples Data,Samples Program TTL,"Norway",Ind&Healthcare,Techni AS,0.84,,0,0.71,2.41,3.96
Samples Data,Samples Program TTL,"Norway",Micro&Security,Ge Vingmed ,1.19,,0,0.4,1.98,3.56
Samples Data,Samples Program TTL,"Norway",Micro&Security,Jetro AS,6.2,,0,4.14,0,10.34
Samples Data,Samples Program TTL,"Norway",Micro&Security,Kongsberg Defence ,0.13,,0,0.17,0.22,0.52
Samples Data,Samples Program TTL,"Norway",Micro&Security,University of ,0.06,,0,0.12,0.07,0.25
Samples Data,Samples Program TTL,"Oman",Micro&Security,Cyclone LLC,0.03,,0,0.05,0.03,0.1
Samples Data,Samples Program TTL,"Panama",Micro&Security,"Intelisoft Technologies, ",0.06,,0,0.11,0.02,0.19
Samples Data,Samples Program TTL,"Paraguay",Core Product Grp,Charpentier Srl,0,,0,0,10.85,10.85
Samples Data,Samples Program TTL,"Paraguay",Micro&Security,Skycop Paraguay ,0.74,,0,0.9,1.31,2.94
Samples Data,Samples Program TTL,"Peru",Micro&Security,Bureau Veritas ,0.79,,0,0.77,0.88,2.44
Samples Data,Samples Program TTL,"Peru",Micro&Security,Ricardo Calderon ,0.04,,0,0.03,0,0.07
Samples Data,Samples Program TTL,"Peru",Micro&Security,Sumitaro Corporation ,0.09,,0,0.06,0,0.15
Samples Data,Samples Program TTL,"Philippines",Automotive,"Integrated Micro-Electronics, ",141.51,,0,173.28,0,314.8
Samples Data,Samples Program TTL,"Philippines",Automotive,Ionics EMS ,18.58,,0,55.74,0,74.32
Samples Data,Samples Program TTL,"Philippines",Automotive,Temic Automotive ,5.4,,0,0,10.81,16.21
Samples Data,Samples Program TTL,"Philippines",Core Product Grp,Surface Technology,0.04,,0,0.02,5.68,5.74
Samples Data,Samples Program TTL,"Philippines",Ind&Healthcare,Teradyne Philippines ,0.34,,0,0.03,0.1,0.47
Samples Data,Samples Program TTL,"Philippines",Micro&Security,Commission On ,1.34,,0,2.25,2.55,6.14
Samples Data,Samples Program TTL,"Philippines",Mobile Solutions BU,Surface Technology,0.96,,0,1.37,4.27,6.6
Samples Data,Samples Program TTL,"Poland",Automotive,Delphi Poland ,95.44,,0,109.23,1141.46,1346.14
Samples Data,Samples Program TTL,"Poland",Automotive,Elhurt Sp.z ,0.03,,0,0.21,1.06,1.3
Samples Data,Samples Program TTL,"Poland",Automotive,Fideltronik Poland ,0,,0,614.37,0,614.37
Samples Data,Samples Program TTL,"Poland",Automotive,Technisat Digital ,76.49,,0,653.56,944.2,1674.25
Samples Data,Samples Program TTL,"Poland",Cloud&Data,Diehl Controls ,9.4,,0,15.51,65.38,90.29
Samples Data,Samples Program TTL,"Poland",Cloud&Data,JMP Elektronika ,3.42,,0,2.64,0.62,6.68
Samples Data,Samples Program TTL,"Poland",Core Product Grp,Auto & ,0.05,,0,0.04,0,0.1
Samples Data,Samples Program TTL,"Poland",Core Product Grp,Elhurt Sp.z ,0.49,,0,0.52,0.16,1.17
Samples Data,Samples Program TTL,"Poland",Core Product Grp,Fideltronik Poland ,8.31,,0,10.29,27.19,45.79
Samples Data,Samples Program TTL,"Poland",Core Product Grp,Flextronics International ,470.98,,0,0,0,470.98
Samples Data,Samples Program TTL,"Poland",Core Product Grp,Jabil Circuit ,8.07,,0,8.54,10.94,27.55
Samples Data,Samples Program TTL,"Poland",Core Product Grp,JKM-Projekt Katarzyna ,3.12,,0,1.7,1,5.81
Samples Data,Samples Program TTL,"Poland",Core Product Grp,JMP Elektronika ,0.81,,0,2.16,0.88,3.85
Samples Data,Samples Program TTL,"Poland",Core Product Grp,Kimball Electronics ,0,,0,0,23.59,23.59
Samples Data,Samples Program TTL,"Poland",Core Product Grp,Masters Sp. ,1.55,,0,2.71,1.55,5.81
Samples Data,Samples Program TTL,"Poland",Core Product Grp,Micros sp.j. ,0.15,,0,0.13,0.87,1.15
Samples Data,Samples Program TTL,"Poland",Core Product Grp,Military Aerospace ,1.04,,0,1.87,15.98,18.89
Samples Data,Samples Program TTL,"Poland",Core Product Grp,Nigeo,0.75,,0,1.94,0,2.68
Samples Data,Samples Program TTL,"Poland",Core Product Grp,Proel SP.J,0.19,,0,0.41,0.95,1.56
Samples Data,Samples Program TTL,"Poland",Core Product Grp,Tomasz Konczyk,0,,0,0,0.02,0.02
Samples Data,Samples Program TTL,"Poland",Ind&Healthcare,Elhurt Sp.z ,25,,0,16.93,12.12,54.05
Samples Data,Samples Program TTL,"Poland",Ind&Healthcare,Fideltronik Poland ,2.55,,0,2.24,2.69,7.49
Samples Data,Samples Program TTL,"Poland",Ind&Healthcare,Flextronics International ,3.54,,0,9.29,6.02,18.85
Samples Data,Samples Program TTL,"Poland",Ind&Healthcare,JMP Elektronika ,0.02,,0,0,0,0.02
Samples Data,Samples Program TTL,"Poland",Ind&Healthcare,Micros sp.j. ,0.24,,0,0.09,0.13,0.46
Samples Data,Samples Program TTL,"Poland",Ind&Healthcare,SEO Electronics ,0,,0,0.18,0,0.18
Samples Data,Samples Program TTL,"Poland",Ind&Healthcare,Wb Electronics ,1.74,,0,0.96,2.39,5.1
Samples Data,Samples Program TTL,"Poland",Micro&Security,Demiurg S.C.,0.92,,0,1.03,1.31,3.26
Samples Data,Samples Program TTL,"Poland",Micro&Security,Drexia Tomasz ,0.53,,0,0.94,0.84,2.3
Samples Data,Samples Program TTL,"Poland",Micro&Security,Elhurt Sp.z ,0.53,,0,0.53,1.01,2.06
Samples Data,Samples Program TTL,"Poland",Micro&Security,Eurometer Poland ,0,,0,0.01,0.03,0.04
Samples Data,Samples Program TTL,"Poland",Micro&Security,SPED Malaga ,0,,0,0.02,0.1,0.12
Samples Data,Samples Program TTL,"Poland",Mobile Solutions BU,Marcin Stolarski ,4.79,,0,5.77,7.15,17.71
Samples Data,Samples Program TTL,"Portugal",Automotive,Bosch Car ,39.78,,0,145.36,513.1,698.24
Samples Data,Samples Program TTL,"Portugal",Automotive,Delphi Automotive ,43.04,,0,2.77,206.71,252.51
Samples Data,Samples Program TTL,"Portugal",Automotive,Visteon Portuguesa ,40.61,,0,71.65,186.83,299.08
Samples Data,Samples Program TTL,"Portugal",Cloud&Data,Visteon Portuguesa ,0,,0,0.68,0,0.68
Samples Data,Samples Program TTL,"Portugal",Core Product Grp,Bosch Car ,148.62,,0,533.7,0,682.32
Samples Data,Samples Program TTL,"Portugal",Core Product Grp,Bosch Security ,3.53,,0,2.57,1.28,7.38
Samples Data,Samples Program TTL,"Portugal",Core Product Grp,Leica - ,1.29,,0,4.5,4.11,9.9
Samples Data,Samples Program TTL,"Portugal",Core Product Grp,Stemlab S.A.,0.12,,0,0.4,0,0.52
Samples Data,Samples Program TTL,"Portugal",Core Product Grp,Visteon Portuguesa ,0,,0,0,22.01,22.01
Samples Data,Samples Program TTL,"Portugal",Micro&Security,Datelka Engenharia ,0.11,,0,0.18,0.23,0.52
Samples Data,Samples Program TTL,"Portugal",Micro&Security,Eclo LDA,10.74,,0,15.61,12.21,38.56
Samples Data,Samples Program TTL,"Portugal",Micro&Security,Provise Limitada,0.07,,0,0.06,0.1,0.23
Samples Data,Samples Program TTL,"Portugal",Mobile Solutions BU,Bosch Car ,1.55,,0,0,0,1.55
Samples Data,Samples Program TTL,"Portugal",Mobile Solutions BU,Bosch Security ,0.37,,0,0,0,0.37
Samples Data,Samples Program TTL,"Portugal",Mobile Solutions BU,Feerica,0.1,,0,0.35,1.43,1.88
Samples Data,Samples Program TTL,"Puerto Rico",Advanced Sensor Products BU,Lutron SM ,0,,0,0,1.17,1.17
Samples Data,Samples Program TTL,"Romania",Advanced Sensor Products BU,Continental Automotive ,0,,0,0,0.68,0.68
Samples Data,Samples Program TTL,"Romania",Automotive,Continental Automotive ,5760.95,,0,7145.45,1294.92,14201.32
Samples Data,Samples Program TTL,"Romania",Automotive,Yazaki Component ,162.84,,0,351.75,189.79,704.39
Samples Data,Samples Program TTL,"Romania",Cloud&Data,A-E Electronics,0.64,,0,1.27,1.6,3.51
Samples Data,Samples Program TTL,"Romania",Cloud&Data,Benchmark Electronics ,0.38,,0,1.97,1.22,3.58
Samples Data,Samples Program TTL,"Romania",Cloud&Data,Flextronics Manufacturing ,1.49,,0,4.36,9.7,15.55
Samples Data,Samples Program TTL,"Romania",Cloud&Data,Systronics S.R.L.,8.39,,0,11.8,8.53,28.72
Samples Data,Samples Program TTL,"Romania",Core Product Grp,A-E Electronics,3.62,,0,5.42,6.51,15.54
Samples Data,Samples Program TTL,"Romania",Core Product Grp,Benchmark Electronics ,22.49,,0,44.47,46.73,113.69
Samples Data,Samples Program TTL,"Romania",Core Product Grp,Celestica Romani ,12.3,,0,24.45,0.33,37.08
Samples Data,Samples Program TTL,"Romania",Core Product Grp,Flextronics Manufacturing ,194.54,,0,86.27,131.97,412.77
Samples Data,Samples Program TTL,"Romania",Core Product Grp,Horia Hulubei ,0.28,,0,0.9,1.44,2.62
Samples Data,Samples Program TTL,"Romania",Core Product Grp,Plexus Services ,5.8,,0,5.02,7.88,18.69
Samples Data,Samples Program TTL,"Romania",Core Product Grp,Systronics S.R.L.,14.19,,0,9.53,12.51,36.24
Samples Data,Samples Program TTL,"Romania",Ind&Healthcare,Benchmark Electronics ,53.13,,0,92.96,70.69,216.78
Samples Data,Samples Program TTL,"Romania",Ind&Healthcare,Celestica Romani ,83.42,,0,129.39,370.24,583.05
Samples Data,Samples Program TTL,"Romania",Ind&Healthcare,Continental Automotive ,0.38,,0,0,0,0.38
Samples Data,Samples Program TTL,"Romania",Ind&Healthcare,Flextronics Manufacturing ,12.24,,0,25.05,48.57,85.85
Samples Data,Samples Program TTL,"Romania",Ind&Healthcare,Systronics S.R.L.,36.87,,0,8.03,0,44.9
Samples Data,Samples Program TTL,"Romania",Micro&Security,Benchmark Electronics ,85.94,,0,99.98,57.05,242.97
Samples Data,Samples Program TTL,"Romania",Micro&Security,Delta Electronics ,93.04,,0,5.76,0,98.8
Samples Data,Samples Program TTL,"Romania",Micro&Security,Flextronics Manufacturing ,5.18,,0,6.66,8.63,20.47
Samples Data,Samples Program TTL,"Romania",Micro&Security,ODU Romania ,0.08,,0,0.06,0.25,0.39
Samples Data,Samples Program TTL,"Romania",Mobile Solutions BU,Benchmark Electronics ,1.09,,0,2.02,2.71,5.82
Samples Data,Samples Program TTL,"Romania",Mobile Solutions BU,Flextronics Manufacturing ,4.27,,0,7.92,10.62,22.81
Samples Data,Samples Program TTL,"Romania",Mobile Solutions BU,Kendrion Automotive ,80.42,,0,0,20.1,100.52
Samples Data,Samples Program TTL,"Russian Federation",Automotive,Pavel Yurmanov,0.25,,0,0.81,1.09,2.14
Samples Data,Samples Program TTL,"Russian Federation",Core Product Grp,Engate LLC,3.16,,0,1.79,0.16,5.11
Samples Data,Samples Program TTL,"Russian Federation",Core Product Grp,Pavel Yurmanov,0.01,,0,0.18,0.28,0.47
Samples Data,Samples Program TTL,"Singapore",Advanced Sensor Products BU,Avnet Asia ,147.28,,0,74.45,176.16,397.89
Samples Data,Samples Program TTL,"Singapore",Advanced Sensor Products BU,Qualcomm Global ,1.35,,0,11602.42,20715.29,32319.05
Samples Data,Samples Program TTL,"Singapore",Advanced Sensor Products BU,Tomen (Singapore) ,0,,0,2.13,0.53,2.66
Samples Data,Samples Program TTL,"Singapore",Advanced Sensor Products BU,WT Microelectronics ,0,,0,3313.28,17489.74,20803.02
Samples Data,Samples Program TTL,"Singapore",Automotive,Avnet Asia ,58.46,,0,53.5,146.67,258.63
Samples Data,Samples Program TTL,"Singapore",Automotive,Continental Automotive ,508.02,,0,305.32,343.52,1156.85
Samples Data,Samples Program TTL,"Singapore",Automotive,Delphi De ,416.17,,0,92.79,39.68,548.64
Samples Data,Samples Program TTL,"Singapore",Automotive,Sanmina SCI ,0,,0,75.02,0,75.02
Samples Data,Samples Program TTL,"Singapore",Automotive,Tachibana Electech ,0.3,,0,0,2.14,2.43
Samples Data,Samples Program TTL,"Singapore",Automotive,Tomen (Singapore) ,385.23,,0,355.07,66.99,807.29
Samples Data,Samples Program TTL,"Singapore",Automotive,Venture Corporation ,27.93,,0,78.01,1.62,107.55
Samples Data,Samples Program TTL,"Singapore",Automotive,WT Microelectronics ,1077.5,,0,1826.71,1015.1,3919.32
Samples Data,Samples Program TTL,"Singapore",Cloud&Data,Avnet Asia ,640.52,,0,1946.85,1259.21,3846.58
Samples Data,Samples Program TTL,"Singapore",Cloud&Data,SANDISK STORAGE ,151.24,,0,0,0,151.24
Samples Data,Samples Program TTL,"Singapore",Cloud&Data,Sanmina SCI ,206.03,,0,22.78,0.17,228.98
Samples Data,Samples Program TTL,"Singapore",Cloud&Data,Tomen (Singapore) ,167.66,,0,438.55,381.75,987.96
Samples Data,Samples Program TTL,"Singapore",Cloud&Data,Venture Corporation ,0.3,,0,19.38,0.3,19.98
Samples Data,Samples Program TTL,"Singapore",Cloud&Data,WT Microelectronics ,45.73,,0,51.37,110.63,207.73
Samples Data,Samples Program TTL,"Singapore",Core Product Grp,AC Synergy ,1.21,,0,0.85,2.29,4.36
Samples Data,Samples Program TTL,"Singapore",Core Product Grp,Addest Technovation ,0.26,,0,0.13,0.24,0.64
Samples Data,Samples Program TTL,"Singapore",Core Product Grp,Aimprom Electronics,0.07,,0,0.09,0.39,0.55
Samples Data,Samples Program TTL,"Singapore",Core Product Grp,APPS-Connect Pte ,72.46,,0,37.73,0,110.19
Samples Data,Samples Program TTL,"Singapore",Core Product Grp,Avnet Asia ,1226.82,,0,2948.06,1353.92,5528.8
Samples Data,Samples Program TTL,"Singapore",Core Product Grp,B-Net Trading ,962.2,,0,834.08,988.32,2784.61
Samples Data,Samples Program TTL,"Singapore",Core Product Grp,CELESTICA MALAYSIA ,161,,0,71.53,100.39,332.93
Samples Data,Samples Program TTL,"Singapore",Core Product Grp,Dynamic Source ,0,,0,0.24,3.22,3.46
Samples Data,Samples Program TTL,"Singapore",Core Product Grp,Grantech Pte ,3.8,,0,5.99,14.19,23.98
Samples Data,Samples Program TTL,"Singapore",Core Product Grp,I-Stone Electronics,0.38,,0,0.22,0.77,1.37
Samples Data,Samples Program TTL,"Singapore",Core Product Grp,"Marubun/Arrow (Phils.), ",0,,0,0.35,0.19,0.54
Samples Data,Samples Program TTL,"Singapore",Core Product Grp,Marubun/Arrow (S) ,28.09,,0,1.47,42.63,72.2
Samples Data,Samples Program TTL,"Singapore",Core Product Grp,MCS Electronics ,0.28,,0,8.76,2.01,11.06
Samples Data,Samples Program TTL,"Singapore",Core Product Grp,Oritek Communications ,0,,0,1.41,1.41,2.83
Samples Data,Samples Program TTL,"Singapore",Core Product Grp,Pan Delta ,3.52,,0,4.69,26.72,34.93
Samples Data,Samples Program TTL,"Singapore",Core Product Grp,Pepperl+Fuchs (MFG) ,3.62,,0,6.48,3.64,13.74
Samples Data,Samples Program TTL,"Singapore",Core Product Grp,Pepperl+Fuchs Asia ,0.5,,0,0.55,0.71,1.77
Samples Data,Samples Program TTL,"Singapore",Core Product Grp,PLEXUS MANUFACTURING ,15.77,,0,15.77,0,31.54
Samples Data,Samples Program TTL,"Singapore",Core Product Grp,Raincube Electronics ,0.05,,0,0,0.02,0.07
Samples Data,Samples Program TTL,"Singapore",Core Product Grp,Rapid Design ,0.14,,0,0.02,0.07,0.23
Samples Data,Samples Program TTL,"Singapore",Core Product Grp,Sanmina SCI ,180.81,,0,98.8,180.49,460.1
Samples Data,Samples Program TTL,"Singapore",Core Product Grp,Tomen (Singapore) ,882.02,,0,1508.02,1202.76,3592.8
Samples Data,Samples Program TTL,"Singapore",Core Product Grp,Veloxity Components ,0.17,,0,0.27,0.52,0.96
Samples Data,Samples Program TTL,"Singapore",Core Product Grp,Venture Corporation ,39,,0,150.23,137.99,327.21
Samples Data,Samples Program TTL,"Singapore",Core Product Grp,WT Microelectronics ,1132.69,,0,1387.73,2239.02,4759.45
Samples Data,Samples Program TTL,"Singapore",Ind&Healthcare,Avnet Asia ,293.59,,0,380.16,244.06,917.81
Samples Data,Samples Program TTL,"Singapore",Ind&Healthcare,B-Net Trading ,184.6,,0,201.24,186.16,572.01
Samples Data,Samples Program TTL,"Singapore",Ind&Healthcare,Dynamic Source ,0,,0,1.16,0.72,1.89
Samples Data,Samples Program TTL,"Singapore",Ind&Healthcare,Marubun/Arrow (S) ,1.04,,0,0.22,0.14,1.41
Samples Data,Samples Program TTL,"Singapore",Ind&Healthcare,Nestronics Limited ,0.12,,0,0.17,0.34,0.62
Samples Data,Samples Program TTL,"Singapore",Ind&Healthcare,Pepperl+Fuchs (MFG) ,7.48,,0,0.67,0.47,8.63
Samples Data,Samples Program TTL,"Singapore",Ind&Healthcare,Qtest Technologies ,0.16,,0,0.51,0.25,0.91
Samples Data,Samples Program TTL,"Singapore",Ind&Healthcare,Sanmina SCI ,826.8,,0,63.28,225.86,1115.93
Samples Data,Samples Program TTL,"Singapore",Ind&Healthcare,Tomen (Singapore) ,60.9,,0,66.78,77.76,205.44
Samples Data,Samples Program TTL,"Singapore",Ind&Healthcare,WT Microelectronics ,881.45,,0,217.58,211.54,1310.56
Samples Data,Samples Program TTL,"Singapore",Micro&Security,Agilent Technologies ,0,,0,0.05,0.04,0.09
Samples Data,Samples Program TTL,"Singapore",Micro&Security,APPS-Connect Pte ,28.65,,0,18.23,6.44,53.32
Samples Data,Samples Program TTL,"Singapore",Micro&Security,ASTEC POWER ,3.92,,0,7.84,0,11.76
Samples Data,Samples Program TTL,"Singapore",Micro&Security,Avnet Asia ,123.46,,0,153.52,119.12,396.1
Samples Data,Samples Program TTL,"Singapore",Micro&Security,B-Net Trading ,96.13,,0,391.09,474.15,961.37
Samples Data,Samples Program TTL,"Singapore",Micro&Security,FUJIFILM Electronic ,0.01,,0,0.03,0.01,0.05
Samples Data,Samples Program TTL,"Singapore",Micro&Security,Hwee Jan ,0.33,,0,0,0.49,0.82
Samples Data,Samples Program TTL,"Singapore",Micro&Security,MCS Electronics ,1.89,,0,2.51,2.98,7.39
Samples Data,Samples Program TTL,"Singapore",Micro&Security,Pepperl+Fuchs (MFG) ,0,,0,0.04,0.15,0.19
Samples Data,Samples Program TTL,"Singapore",Micro&Security,Roycelindo Pte ,12.49,,0,28.83,48.54,89.87
Samples Data,Samples Program TTL,"Singapore",Micro&Security,Sanmina SCI ,4.12,,0,5.52,8.46,18.1
Samples Data,Samples Program TTL,"Singapore",Micro&Security,Tomen (Singapore) ,119.28,,0,440.01,714.72,1274.01
Samples Data,Samples Program TTL,"Singapore",Micro&Security,WT Microelectronics ,191.07,,0,191.51,277.03,659.61
Samples Data,Samples Program TTL,"Singapore",MOBILE,Avnet Asia ,0.21,,0,0,0.26,0.47
Samples Data,Samples Program TTL,"Singapore",MOBILE,WT Microelectronics ,6.33,,0,7.45,16.91,30.69
Samples Data,Samples Program TTL,"Singapore",Mobile Solutions BU,Avnet Asia ,22.06,,0,110.58,42.67,175.3
Samples Data,Samples Program TTL,"Singapore",Mobile Solutions BU,Grantech Pte ,0.38,,0,0.09,0.54,1.01
Samples Data,Samples Program TTL,"Singapore",Mobile Solutions BU,Sanmina SCI ,0.38,,0,0,0,0.38
Samples Data,Samples Program TTL,"Singapore",Mobile Solutions BU,Tomen (Singapore) ,4.5,,0,343.89,688.01,1036.4
Samples Data,Samples Program TTL,"Singapore",Mobile Solutions BU,WT Microelectronics ,143.41,,0,237.86,334.8,716.07
Samples Data,Samples Program TTL,"Slovakia",Automotive,Magneti Marelli ,1063.18,,0,222.06,34.34,1319.58
Samples Data,Samples Program TTL,"Slovakia",Automotive,Panasonic Industrial ,103.92,,0,992.75,82.05,1178.72
Samples Data,Samples Program TTL,"Slovakia",Automotive,"Sluzba Nitra, ",2.79,,0,4.19,0,6.98
Samples Data,Samples Program TTL,"Slovakia",Automotive,Visteon Electronics ,106.53,,0,240.76,58.77,406.07
Samples Data,Samples Program TTL,"Slovakia",Cloud&Data,Samsung Electronics ,0,,0,83.24,45.41,128.65
Samples Data,Samples Program TTL,"Slovakia",Core Product Grp,AWS-SLOVAKIA s.r.o.,0.1,,0,1.03,1.67,2.8
Samples Data,Samples Program TTL,"Slovakia",Core Product Grp,Bel Power ,0.15,,0,0.28,0.16,0.6
Samples Data,Samples Program TTL,"Slovakia",Core Product Grp,Enics Slovakia ,15.06,,0,12.02,15.28,42.36
Samples Data,Samples Program TTL,"Slovakia",Core Product Grp,Magneti Marelli ,90.87,,0,0.56,1.14,92.57
Samples Data,Samples Program TTL,"Slovakia",Core Product Grp,Radixon s.r.o.,0.36,,0,1.51,1.23,3.1
Samples Data,Samples Program TTL,"Slovakia",Ind&Healthcare,Enics Slovakia ,0.12,,0,0.56,1.53,2.21
Samples Data,Samples Program TTL,"Slovakia",Ind&Healthcare,HEARTH s.r.o.,0,,0,8.66,9.82,18.49
Samples Data,Samples Program TTL,"Slovakia",Ind&Healthcare,SRS Light ,19.61,,0,24.02,36.17,79.8
Samples Data,Samples Program TTL,"Slovakia",Micro&Security,"RYS, Grecko ",1.23,,0,7.82,7.3,16.35
Samples Data,Samples Program TTL,"Slovenia",Core Product Grp,Institut Jozef ,0.04,,0,0,0.03,0.07
Samples Data,Samples Program TTL,"Slovenia",Core Product Grp,RLS Merilna ,8.42,,0,12.39,12.21,33.02
Samples Data,Samples Program TTL,"Slovenia",Ind&Healthcare,RLS Merilna ,0,,0,1.24,0,1.24
Samples Data,Samples Program TTL,"Slovenia",Micro&Security,Darko Kavsek,93.04,,0,5.76,0,98.8
Samples Data,Samples Program TTL,"South Africa",Automotive,CST Electronics ,13.25,,0,22.84,45.74,81.83
Samples Data,Samples Program TTL,"South Africa",Cloud&Data,CST Electronics ,5.39,,0,7.99,9.6,22.98
Samples Data,Samples Program TTL,"South Africa",Core Product Grp,CST Electronics ,101.23,,0,174.34,221.61,497.18
Samples Data,Samples Program TTL,"South Africa",Core Product Grp,Purpleswift Software ,1,,0,0,0.17,1.17
Samples Data,Samples Program TTL,"South Africa",Core Product Grp,Seartech,0,,0,1.18,1.18,2.37
Samples Data,Samples Program TTL,"South Africa",Core Product Grp,Tx Magic,2.84,,0,1.09,1.31,5.24
Samples Data,Samples Program TTL,"South Africa",Ind&Healthcare,CST Electronics ,21.63,,0,23.89,41.72,87.24
Samples Data,Samples Program TTL,"South Africa",Ind&Healthcare,ETSE ELECTRONICS,1.2,,0,0.19,0.13,1.52
Samples Data,Samples Program TTL,"South Africa",Ind&Healthcare,Seartech,0.09,,0,0.82,0.72,1.63
Samples Data,Samples Program TTL,"South Africa",Micro&Security,CST Electronics ,29.1,,0,38.32,46.44,113.86
Samples Data,Samples Program TTL,"South Africa",Micro&Security,MBL Technologies,0.05,,0,0.11,0.11,0.27
Samples Data,Samples Program TTL,"South Africa",Mobile Solutions BU,CST Electronics ,25.11,,0,49.17,50.07,124.35
Samples Data,Samples Program TTL,"South Africa",Mobile Solutions BU,Tx Magic,3.89,,0,4.27,3.52,11.68
Samples Data,Samples Program TTL,"Spain",Automotive,Adasens Automotive ,0.82,,0,2.25,0.2,3.27
Samples Data,Samples Program TTL,"Spain",Automotive,Celestica Valencia ,1.55,,0,1.54,0.94,4.03
Samples Data,Samples Program TTL,"Spain",Automotive,Continental Automotive ,136.34,,0,91.49,104.59,332.43
Samples Data,Samples Program TTL,"Spain",Automotive,"FICOSA ELECTRONICS,S.L.U",139.55,,0,217.4,42843.16,43200.12
Samples Data,Samples Program TTL,"Spain",Automotive,IDNEO TECHNOLOGIES ,2.43,,0,2.26,5.06,9.75
Samples Data,Samples Program TTL,"Spain",Automotive,Lear Corp ,12.13,,0,173,0,185.13
Samples Data,Samples Program TTL,"Spain",Automotive,Lear Corporation ,41.68,,0,607.18,10.99,659.85
Samples Data,Samples Program TTL,"Spain",Cloud&Data,Celestica Valencia ,0,,0,0,0.04,0.04
Samples Data,Samples Program TTL,"Spain",Cloud&Data,Ikor Sistemas ,6.8,,0,0.01,26.99,33.8
Samples Data,Samples Program TTL,"Spain",Cloud&Data,Svp Broadcast ,0,,0,1.26,6.69,7.95
Samples Data,Samples Program TTL,"Spain",Core Product Grp,Arteixo Telecom ,0.92,,0,0.33,0.53,1.78
Samples Data,Samples Program TTL,"Spain",Core Product Grp,Celestica Valencia ,575.17,,0,74.21,229.83,879.2
Samples Data,Samples Program TTL,"Spain",Core Product Grp,Egatel Sociedad ,4.37,,0,2.65,0,7.02
Samples Data,Samples Program TTL,"Spain",Core Product Grp,Felemamg,0.33,,0,0.71,1.36,2.39
Samples Data,Samples Program TTL,"Spain",Core Product Grp,"FICOSA ELECTRONICS,S.L.U",0.07,,0,0,0,0.07
